AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Label
7.89,5.26,10.53,0.0,5.26,5.26,0.0,7.89,5.26,2.63,5.26,2.63,5.26,0.0,0.0,13.16,10.53,10.53,0.0,2.63,AMP
18.6,6.98,4.65,4.65,6.98,9.3,0.0,6.98,4.65,2.33,4.65,4.65,4.65,0.0,0.0,6.98,2.33,11.63,0.0,0.0,AMP
2.56,15.38,7.69,12.82,2.56,7.69,2.56,5.13,2.56,5.13,2.56,2.56,2.56,7.69,0.0,0.0,10.26,5.13,0.0,5.13,AMP
0.0,10.0,20.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,AMP
9.09,0.0,9.09,0.0,0.0,18.18,0.0,9.09,0.0,9.09,0.0,9.09,0.0,18.18,9.09,9.09,0.0,0.0,0.0,0.0,AMP
0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,AMP
10.53,10.53,10.53,0.0,0.0,26.32,5.26,0.0,0.0,21.05,0.0,5.26,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,AMP
6.25,0.0,12.5,12.5,6.25,6.25,0.0,31.25,6.25,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,AMP
4.55,2.27,6.82,4.55,11.36,2.27,2.27,15.91,13.64,11.36,4.55,0.0,4.55,0.0,2.27,9.09,0.0,4.55,0.0,0.0,AMP
6.25,12.5,2.08,4.17,4.17,16.67,2.08,2.08,6.25,6.25,0.0,6.25,8.33,0.0,4.17,6.25,0.0,2.08,2.08,8.33,AMP
2.86,0.0,2.86,0.0,0.0,5.71,2.86,0.0,8.57,17.14,0.0,0.0,51.43,0.0,0.0,0.0,0.0,8.57,0.0,0.0,AMP
0.0,0.0,7.69,0.0,23.08,15.38,7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,AMP
0.0,15.0,2.5,0.0,7.5,15.0,0.0,5.0,5.0,7.5,0.0,5.0,2.5,0.0,17.5,10.0,0.0,2.5,0.0,5.0,AMP
2.33,9.3,4.65,0.0,0.0,23.26,0.0,6.98,11.63,2.33,0.0,4.65,2.33,4.65,0.0,2.33,4.65,9.3,4.65,6.98,AMP
12.0,0.0,8.0,16.0,4.0,4.0,0.0,20.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,AMP
0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,AMP
2.04,0.0,4.08,10.2,4.08,6.12,2.04,4.08,16.33,12.24,2.04,10.2,0.0,2.04,2.04,6.12,4.08,6.12,4.08,2.04,AMP
2.17,6.52,8.7,0.0,4.35,4.35,0.0,2.17,13.04,8.7,2.17,6.52,4.35,0.0,2.17,4.35,17.39,6.52,2.17,4.35,AMP
2.63,15.79,0.0,0.0,10.53,10.53,0.0,5.26,0.0,5.26,0.0,0.0,5.26,2.63,26.32,7.89,0.0,5.26,2.63,0.0,AMP
2.63,15.79,0.0,0.0,10.53,10.53,2.63,5.26,0.0,5.26,0.0,0.0,5.26,2.63,23.68,7.89,0.0,5.26,2.63,0.0,AMP
13.95,4.65,2.33,0.0,0.0,20.93,0.0,6.98,11.63,2.33,0.0,11.63,0.0,0.0,0.0,9.3,2.33,4.65,4.65,4.65,AMP
0.0,0.0,5.26,7.89,2.63,10.53,26.32,0.0,7.89,2.63,0.0,5.26,0.0,0.0,13.16,7.89,0.0,0.0,0.0,10.53,AMP
17.5,0.0,5.0,2.5,2.5,10.0,2.5,10.0,5.0,2.5,0.0,2.5,0.0,10.0,10.0,0.0,10.0,7.5,2.5,0.0,AMP
17.95,0.0,2.56,2.56,0.0,10.26,2.56,10.26,7.69,5.13,0.0,2.56,0.0,10.26,10.26,0.0,7.69,7.69,2.56,0.0,AMP
2.33,0.0,0.0,0.0,0.0,58.14,16.28,0.0,0.0,0.0,0.0,0.0,4.65,0.0,11.63,0.0,2.33,0.0,0.0,4.65,AMP
0.0,8.0,0.0,0.0,4.0,4.0,0.0,12.0,12.0,0.0,0.0,8.0,20.0,0.0,8.0,4.0,0.0,16.0,0.0,4.0,AMP
11.76,11.76,5.88,2.94,2.94,20.59,0.0,8.82,2.94,8.82,0.0,2.94,5.88,0.0,0.0,2.94,5.88,2.94,2.94,0.0,AMP
13.33,10.0,6.67,3.33,0.0,16.67,0.0,10.0,3.33,10.0,0.0,3.33,10.0,3.33,0.0,3.33,3.33,3.33,0.0,0.0,AMP
5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,15.0,5.0,0.0,5.0,40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,AMP
15.0,15.0,2.5,0.0,0.0,15.0,5.0,0.0,2.5,10.0,0.0,10.0,0.0,0.0,7.5,5.0,5.0,5.0,0.0,2.5,AMP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,27.27,9.09,9.09,0.0,0.0,0.0,0.0,0.0,27.27,0.0,9.09,AMP
0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,16.67,25.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,8.33,0.0,0.0,AMP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,8.33,16.67,0.0,0.0,25.0,0.0,8.33,0.0,8.33,AMP
9.76,4.88,0.0,4.88,4.88,4.88,4.88,9.76,4.88,4.88,4.88,0.0,4.88,2.44,2.44,12.2,17.07,2.44,0.0,0.0,AMP
9.76,4.88,0.0,4.88,4.88,4.88,4.88,9.76,2.44,4.88,4.88,0.0,4.88,4.88,2.44,12.2,14.63,4.88,0.0,0.0,AMP
5.56,0.0,0.0,0.0,5.56,5.56,5.56,5.56,22.22,16.67,11.11,0.0,5.56,0.0,0.0,5.56,0.0,11.11,0.0,0.0,AMP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,36.36,0.0,0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,AMP
0.0,0.0,0.0,0.0,19.23,0.0,3.85,7.69,0.0,7.69,0.0,0.0,30.77,0.0,26.92,0.0,0.0,0.0,0.0,3.85,AMP
2.17,17.39,8.7,2.17,6.52,8.7,2.17,0.0,6.52,4.35,0.0,2.17,2.17,2.17,8.7,8.7,8.7,6.52,0.0,2.17,AMP
2.17,17.39,6.52,4.35,6.52,8.7,2.17,0.0,6.52,4.35,0.0,2.17,2.17,4.35,8.7,8.7,6.52,6.52,0.0,2.17,AMP
2.17,17.39,6.52,6.52,6.52,8.7,0.0,0.0,8.7,4.35,0.0,2.17,2.17,0.0,10.87,8.7,6.52,6.52,0.0,2.17,AMP
2.04,16.33,2.04,8.16,6.12,4.08,6.12,0.0,6.12,0.0,0.0,6.12,4.08,6.12,10.2,10.2,6.12,4.08,0.0,2.04,AMP
13.33,6.67,3.33,0.0,0.0,16.67,3.33,6.67,6.67,0.0,0.0,13.33,3.33,3.33,0.0,3.33,6.67,6.67,0.0,6.67,AMP
0.0,0.0,0.0,0.0,7.69,7.69,0.0,23.08,0.0,30.77,0.0,0.0,7.69,0.0,15.38,0.0,0.0,7.69,0.0,0.0,AMP
0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,0.0,38.46,0.0,0.0,23.08,0.0,7.69,0.0,0.0,0.0,0.0,0.0,AMP
7.69,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMP
0.0,0.0,5.88,0.0,17.65,29.41,5.88,11.76,0.0,0.0,0.0,11.76,0.0,0.0,0.0,5.88,0.0,0.0,5.88,5.88,AMP
13.95,6.98,4.65,4.65,4.65,16.28,0.0,9.3,6.98,6.98,2.33,2.33,4.65,0.0,0.0,2.33,4.65,6.98,2.33,0.0,AMP
4.55,0.0,0.0,0.0,4.55,0.0,4.55,9.09,0.0,0.0,4.55,0.0,27.27,9.09,22.73,0.0,4.55,4.55,0.0,4.55,AMP
14.29,0.0,0.0,9.52,4.76,4.76,0.0,0.0,19.05,4.76,0.0,0.0,0.0,4.76,23.81,9.52,0.0,4.76,0.0,0.0,AMP
10.26,0.0,0.0,0.0,2.56,17.95,2.56,0.0,12.82,7.69,0.0,2.56,2.56,5.13,17.95,5.13,2.56,7.69,0.0,2.56,AMP
6.52,10.87,0.0,2.17,4.35,2.17,2.17,8.7,2.17,10.87,6.52,2.17,6.52,4.35,6.52,6.52,6.52,6.52,0.0,4.35,AMP
0.0,15.79,0.0,0.0,2.63,15.79,0.0,7.89,2.63,2.63,2.63,2.63,13.16,2.63,13.16,5.26,2.63,7.89,2.63,0.0,AMP
0.0,15.79,0.0,0.0,5.26,10.53,2.63,10.53,2.63,2.63,0.0,5.26,7.89,5.26,18.42,0.0,5.26,7.89,0.0,0.0,AMP
0.0,15.0,0.0,0.0,5.0,10.0,2.5,10.0,2.5,0.0,0.0,5.0,7.5,2.5,20.0,2.5,7.5,7.5,2.5,0.0,AMP
2.63,15.79,2.63,0.0,5.26,10.53,5.26,10.53,2.63,2.63,2.63,5.26,7.89,2.63,10.53,5.26,2.63,2.63,2.63,0.0,AMP
2.56,15.38,2.56,0.0,10.26,7.69,0.0,5.13,12.82,10.26,0.0,0.0,2.56,0.0,12.82,12.82,2.56,0.0,0.0,2.56,AMP
7.5,15.0,2.5,0.0,2.5,17.5,5.0,5.0,2.5,7.5,0.0,5.0,0.0,2.5,7.5,5.0,5.0,7.5,0.0,2.5,AMP
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,AMP
7.69,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,0.0,0.0,AMP
0.0,0.0,0.0,0.0,6.67,6.67,13.33,0.0,6.67,6.67,6.67,0.0,13.33,6.67,0.0,20.0,13.33,0.0,0.0,0.0,AMP
18.18,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,18.18,0.0,9.09,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,AMP
13.51,5.41,0.0,2.7,8.11,10.81,2.7,2.7,10.81,16.22,8.11,0.0,5.41,0.0,2.7,2.7,5.41,2.7,0.0,0.0,AMP
14.29,0.0,2.86,0.0,0.0,8.57,0.0,2.86,2.86,25.71,2.86,5.71,5.71,5.71,5.71,8.57,2.86,2.86,2.86,0.0,AMP
0.0,3.45,0.0,0.0,6.9,13.79,0.0,6.9,6.9,13.79,10.34,13.79,0.0,0.0,6.9,3.45,6.9,3.45,0.0,3.45,AMP
11.11,0.0,0.0,5.56,13.89,2.78,2.78,11.11,16.67,11.11,2.78,2.78,2.78,0.0,2.78,2.78,2.78,5.56,0.0,2.78,AMP
8.7,8.7,8.7,2.17,6.52,4.35,0.0,6.52,4.35,13.04,4.35,2.17,6.52,4.35,0.0,6.52,10.87,2.17,0.0,0.0,AMP
6.52,0.0,0.0,2.17,2.17,8.7,2.17,2.17,8.7,4.35,2.17,4.35,8.7,6.52,6.52,10.87,8.7,8.7,2.17,4.35,AMP
2.0,2.0,10.0,18.0,4.0,6.0,0.0,4.0,4.0,16.0,0.0,4.0,4.0,2.0,8.0,6.0,4.0,6.0,0.0,0.0,AMP
8.57,5.71,8.57,2.86,2.86,8.57,0.0,2.86,20.0,14.29,0.0,2.86,2.86,0.0,0.0,2.86,5.71,11.43,0.0,0.0,AMP
8.57,5.71,8.57,2.86,2.86,8.57,0.0,2.86,20.0,14.29,0.0,2.86,0.0,0.0,0.0,5.71,5.71,11.43,0.0,0.0,AMP
20.51,0.0,2.56,0.0,0.0,12.82,2.56,7.69,10.26,5.13,0.0,2.56,0.0,10.26,7.69,0.0,7.69,7.69,2.56,0.0,AMP
3.33,0.0,3.33,0.0,13.33,23.33,0.0,3.33,6.67,3.33,0.0,6.67,0.0,0.0,16.67,0.0,6.67,3.33,3.33,6.67,AMP
9.76,4.88,12.2,9.76,0.0,7.32,0.0,4.88,14.63,9.76,4.88,2.44,0.0,2.44,2.44,0.0,7.32,7.32,0.0,0.0,AMP
0.0,0.0,5.26,10.53,0.0,5.26,0.0,0.0,0.0,5.26,0.0,10.53,10.53,15.79,0.0,0.0,10.53,15.79,0.0,10.53,AMP
6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,20.0,33.33,0.0,13.33,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,AMP
6.67,0.0,0.0,0.0,6.67,6.67,0.0,0.0,20.0,33.33,0.0,6.67,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,AMP
6.67,0.0,0.0,0.0,6.67,6.67,0.0,6.67,20.0,26.67,0.0,6.67,0.0,0.0,0.0,6.67,6.67,6.67,0.0,0.0,AMP
0.0,42.86,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,21.43,0.0,14.29,0.0,0.0,AMP
0.0,42.86,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,21.43,0.0,7.14,0.0,0.0,AMP
0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,35.71,7.14,0.0,0.0,AMP
0.0,20.83,0.0,0.0,4.17,16.67,0.0,0.0,0.0,4.17,0.0,4.17,8.33,0.0,0.0,20.83,12.5,4.17,4.17,0.0,AMP
4.76,4.76,7.14,9.52,2.38,7.14,0.0,2.38,2.38,14.29,7.14,4.76,2.38,2.38,2.38,14.29,9.52,2.38,0.0,0.0,AMP
4.55,0.0,6.82,18.18,2.27,2.27,0.0,4.55,20.45,4.55,4.55,2.27,6.82,6.82,0.0,9.09,6.82,0.0,0.0,0.0,AMP
12.9,6.45,6.45,3.23,3.23,16.13,0.0,3.23,19.35,19.35,0.0,0.0,3.23,0.0,0.0,0.0,3.23,3.23,0.0,0.0,AMP
4.0,8.0,0.0,0.0,0.0,12.0,0.0,4.0,16.0,20.0,4.0,8.0,0.0,4.0,0.0,8.0,0.0,12.0,0.0,0.0,AMP
10.71,7.14,7.14,0.0,0.0,10.71,0.0,7.14,17.86,14.29,3.57,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,AMP
10.81,5.41,2.7,0.0,8.11,13.51,0.0,5.41,13.51,10.81,0.0,2.7,0.0,2.7,5.41,10.81,0.0,8.11,0.0,0.0,AMP
10.81,5.41,5.41,0.0,5.41,13.51,0.0,5.41,16.22,16.22,0.0,0.0,0.0,2.7,2.7,8.11,2.7,5.41,0.0,0.0,AMP
0.0,6.38,2.13,10.64,4.26,8.51,2.13,4.26,2.13,12.77,6.38,12.77,2.13,4.26,2.13,2.13,10.64,4.26,2.13,0.0,AMP
0.0,6.38,2.13,10.64,4.26,8.51,2.13,4.26,4.26,12.77,6.38,10.64,2.13,4.26,2.13,2.13,10.64,4.26,2.13,0.0,AMP
6.98,4.65,2.33,0.0,0.0,18.6,4.65,2.33,6.98,2.33,2.33,18.6,0.0,0.0,0.0,4.65,6.98,6.98,6.98,4.65,AMP
14.29,0.0,2.86,5.71,2.86,8.57,0.0,11.43,17.14,5.71,0.0,2.86,2.86,2.86,8.57,0.0,0.0,11.43,2.86,0.0,AMP
4.35,0.0,4.35,4.35,4.35,8.7,4.35,4.35,10.87,10.87,2.17,2.17,2.17,2.17,2.17,10.87,10.87,0.0,6.52,4.35,AMP
2.7,5.41,5.41,5.41,0.0,8.11,2.7,5.41,10.81,5.41,0.0,8.11,2.7,0.0,0.0,10.81,8.11,8.11,5.41,5.41,AMP
6.25,6.25,6.25,10.42,2.08,8.33,0.0,8.33,8.33,4.17,4.17,8.33,2.08,0.0,2.08,8.33,4.17,8.33,2.08,0.0,AMP
4.35,13.04,2.17,6.52,2.17,15.22,4.35,0.0,6.52,4.35,0.0,2.17,13.04,2.17,6.52,6.52,6.52,4.35,0.0,0.0,AMP
6.45,0.0,0.0,0.0,3.23,12.9,3.23,0.0,16.13,9.68,0.0,0.0,9.68,6.45,3.23,12.9,6.45,0.0,9.68,0.0,AMP
4.55,18.18,0.0,0.0,13.64,9.09,0.0,0.0,9.09,0.0,0.0,4.55,4.55,0.0,0.0,18.18,9.09,0.0,4.55,4.55,AMP
6.45,0.0,3.23,0.0,3.23,19.35,6.45,9.68,12.9,9.68,3.23,3.23,3.23,3.23,3.23,6.45,0.0,0.0,0.0,6.45,AMP
6.25,0.0,0.0,2.08,2.08,10.42,0.0,8.33,22.92,6.25,8.33,2.08,0.0,10.42,0.0,8.33,2.08,4.17,4.17,2.08,AMP
0.0,15.79,5.26,0.0,5.26,10.53,0.0,0.0,5.26,5.26,0.0,5.26,5.26,5.26,0.0,15.79,10.53,5.26,5.26,0.0,AMP
8.57,0.0,5.71,5.71,5.71,14.29,0.0,8.57,22.86,2.86,0.0,5.71,2.86,0.0,0.0,0.0,0.0,2.86,11.43,2.86,AMP
7.69,0.0,7.69,0.0,0.0,15.38,2.56,7.69,10.26,0.0,5.13,7.69,0.0,5.13,7.69,5.13,2.56,7.69,5.13,2.56,AMP
25.0,0.0,2.78,5.56,2.78,5.56,0.0,5.56,5.56,5.56,0.0,2.78,5.56,5.56,8.33,2.78,5.56,8.33,2.78,0.0,AMP
14.29,0.0,0.0,5.71,2.86,11.43,0.0,14.29,20.0,5.71,0.0,5.71,2.86,0.0,5.71,0.0,0.0,8.57,2.86,0.0,AMP
27.03,0.0,2.7,5.41,2.7,8.11,0.0,8.11,2.7,2.7,0.0,2.7,5.41,5.41,10.81,2.7,2.7,8.11,2.7,0.0,AMP
14.29,0.0,2.86,2.86,2.86,11.43,0.0,14.29,14.29,0.0,0.0,2.86,2.86,5.71,5.71,0.0,2.86,14.29,2.86,0.0,AMP
24.32,0.0,2.7,5.41,2.7,10.81,0.0,8.11,2.7,2.7,0.0,2.7,5.41,5.41,10.81,2.7,2.7,8.11,2.7,0.0,AMP
27.03,0.0,2.7,5.41,2.7,8.11,0.0,5.41,2.7,2.7,0.0,2.7,5.41,5.41,10.81,2.7,2.7,10.81,2.7,0.0,AMP
9.52,19.05,4.76,0.0,9.52,19.05,0.0,4.76,0.0,4.76,0.0,4.76,0.0,0.0,0.0,4.76,0.0,9.52,4.76,4.76,AMP
0.0,21.43,3.57,3.57,3.57,10.71,0.0,10.71,7.14,0.0,3.57,0.0,7.14,0.0,0.0,14.29,0.0,7.14,3.57,3.57,AMP
8.7,0.0,0.0,4.35,13.04,17.39,4.35,8.7,17.39,4.35,4.35,4.35,0.0,0.0,0.0,8.7,0.0,4.35,0.0,0.0,AMP
3.23,0.0,9.68,0.0,3.23,0.0,0.0,0.0,16.13,6.45,9.68,0.0,0.0,9.68,6.45,6.45,9.68,9.68,0.0,9.68,AMP
4.0,12.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,24.0,4.0,4.0,8.0,4.0,8.0,4.0,0.0,0.0,0.0,4.0,AMP
8.51,0.0,6.38,4.26,6.38,2.13,2.13,12.77,12.77,8.51,6.38,0.0,0.0,4.26,4.26,6.38,8.51,2.13,2.13,2.13,AMP
15.62,0.0,0.0,0.0,3.12,3.12,0.0,0.0,3.12,9.38,6.25,6.25,6.25,0.0,3.12,6.25,9.38,28.12,0.0,0.0,AMP
4.55,0.0,0.0,0.0,27.27,4.55,4.55,0.0,4.55,9.09,4.55,4.55,9.09,0.0,9.09,0.0,4.55,9.09,0.0,4.55,AMP
3.57,0.0,3.57,3.57,0.0,3.57,3.57,14.29,0.0,3.57,3.57,10.71,3.57,3.57,14.29,10.71,7.14,10.71,0.0,0.0,AMP
15.62,0.0,0.0,0.0,0.0,3.12,0.0,0.0,3.12,9.38,6.25,6.25,9.38,0.0,3.12,6.25,9.38,28.12,0.0,0.0,AMP
12.5,0.0,6.25,6.25,9.38,6.25,0.0,6.25,6.25,0.0,3.12,0.0,3.12,6.25,18.75,3.12,3.12,3.12,0.0,6.25,AMP
3.12,0.0,6.25,3.12,6.25,9.38,0.0,9.38,0.0,12.5,6.25,3.12,12.5,0.0,15.62,0.0,6.25,0.0,3.12,3.12,AMP
6.06,3.03,3.03,0.0,9.09,3.03,3.03,0.0,12.12,15.15,3.03,6.06,12.12,3.03,6.06,3.03,3.03,9.09,0.0,0.0,AMP
0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,5.88,0.0,11.76,35.29,0.0,23.53,0.0,0.0,5.88,0.0,5.88,AMP
4.0,0.0,2.0,8.0,4.0,6.0,4.0,6.0,20.0,6.0,0.0,2.0,4.0,2.0,6.0,4.0,10.0,8.0,0.0,4.0,AMP
14.29,0.0,0.0,0.0,7.14,0.0,0.0,7.14,14.29,7.14,7.14,0.0,0.0,0.0,7.14,7.14,7.14,7.14,14.29,0.0,AMP
16.0,0.0,2.0,4.0,2.0,2.0,2.0,10.0,10.0,6.0,8.0,10.0,2.0,4.0,10.0,4.0,0.0,2.0,4.0,2.0,AMP
0.0,0.0,0.0,0.0,10.53,5.26,5.26,15.79,10.53,0.0,5.26,5.26,5.26,5.26,0.0,10.53,5.26,10.53,0.0,5.26,AMP
0.0,10.0,0.0,10.0,0.0,5.0,0.0,0.0,10.0,15.0,5.0,10.0,0.0,5.0,5.0,10.0,5.0,10.0,0.0,0.0,AMP
8.51,2.13,6.38,4.26,8.51,6.38,0.0,8.51,8.51,10.64,4.26,8.51,4.26,0.0,0.0,4.26,4.26,8.51,0.0,2.13,AMP
8.33,0.0,0.0,8.33,5.56,2.78,2.78,2.78,5.56,8.33,8.33,0.0,5.56,8.33,16.67,0.0,8.33,5.56,0.0,2.78,AMP
6.82,0.0,6.82,13.64,2.27,0.0,0.0,4.55,18.18,4.55,2.27,2.27,6.82,4.55,0.0,11.36,13.64,2.27,0.0,0.0,AMP
0.0,0.0,2.44,4.88,7.32,4.88,2.44,14.63,4.88,14.63,4.88,9.76,7.32,2.44,7.32,2.44,0.0,4.88,2.44,2.44,AMP
7.14,3.57,3.57,0.0,7.14,3.57,3.57,3.57,7.14,17.86,3.57,0.0,0.0,0.0,0.0,3.57,14.29,14.29,0.0,7.14,AMP
0.0,0.0,3.12,3.12,9.38,6.25,3.12,18.75,6.25,9.38,6.25,6.25,9.38,3.12,6.25,3.12,0.0,6.25,0.0,0.0,AMP
7.69,0.0,5.13,5.13,2.56,12.82,0.0,2.56,17.95,2.56,2.56,5.13,5.13,0.0,5.13,5.13,2.56,10.26,2.56,5.13,AMP
5.13,0.0,5.13,5.13,2.56,12.82,0.0,2.56,17.95,2.56,2.56,5.13,5.13,0.0,5.13,7.69,2.56,10.26,2.56,5.13,AMP
2.08,0.0,8.33,6.25,0.0,6.25,4.17,10.42,6.25,2.08,2.08,4.17,6.25,8.33,6.25,2.08,4.17,12.5,4.17,4.17,AMP
2.22,2.22,4.44,2.22,6.67,2.22,2.22,4.44,4.44,17.78,4.44,6.67,2.22,0.0,2.22,2.22,11.11,11.11,4.44,6.67,AMP
14.58,2.08,2.08,4.17,4.17,6.25,2.08,4.17,12.5,10.42,2.08,2.08,6.25,6.25,8.33,4.17,4.17,2.08,0.0,2.08,AMP
2.86,0.0,11.43,8.57,0.0,8.57,0.0,11.43,8.57,0.0,0.0,2.86,5.71,8.57,2.86,2.86,5.71,17.14,2.86,0.0,AMP
10.53,10.53,10.53,5.26,10.53,10.53,0.0,10.53,10.53,0.0,0.0,5.26,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,AMP
2.86,20.0,0.0,0.0,2.86,8.57,0.0,5.71,17.14,5.71,0.0,8.57,2.86,0.0,8.57,5.71,8.57,0.0,0.0,2.86,AMP
0.0,20.0,0.0,0.0,2.86,8.57,0.0,2.86,17.14,5.71,2.86,8.57,2.86,0.0,8.57,8.57,8.57,0.0,0.0,2.86,AMP
0.0,14.29,4.76,2.38,4.76,11.9,4.76,4.76,21.43,0.0,2.38,0.0,7.14,2.38,4.76,7.14,0.0,0.0,4.76,2.38,AMP
3.23,0.0,6.45,6.45,9.68,3.23,6.45,6.45,16.13,3.23,0.0,6.45,22.58,0.0,0.0,0.0,0.0,0.0,3.23,6.45,AMP
0.0,14.29,4.76,2.38,4.76,7.14,4.76,4.76,21.43,2.38,2.38,0.0,7.14,2.38,7.14,7.14,0.0,2.38,2.38,2.38,AMP
0.0,0.0,0.0,0.0,15.38,7.69,0.0,15.38,15.38,23.08,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,AMP
2.22,13.33,4.44,0.0,4.44,8.89,4.44,2.22,20.0,2.22,2.22,4.44,6.67,0.0,4.44,6.67,2.22,4.44,4.44,2.22,AMP
2.22,13.33,4.44,2.22,4.44,6.67,4.44,2.22,20.0,2.22,2.22,4.44,6.67,0.0,4.44,6.67,2.22,4.44,4.44,2.22,AMP
0.0,0.0,0.0,0.0,23.08,7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,7.69,7.69,7.69,0.0,7.69,7.69,0.0,AMP
8.33,0.0,0.0,0.0,0.0,16.67,0.0,4.17,12.5,20.83,0.0,8.33,0.0,4.17,0.0,4.17,4.17,12.5,0.0,4.17,AMP
0.0,13.95,4.65,2.33,4.65,9.3,4.65,2.33,23.26,0.0,2.33,2.33,6.98,0.0,4.65,6.98,2.33,2.33,4.65,2.33,AMP
0.0,14.29,4.76,2.38,2.38,11.9,4.76,4.76,23.81,2.38,2.38,0.0,7.14,2.38,2.38,7.14,0.0,0.0,4.76,2.38,AMP
0.0,13.95,4.65,2.33,4.65,6.98,4.65,2.33,20.93,2.33,2.33,2.33,6.98,0.0,4.65,6.98,2.33,4.65,4.65,2.33,AMP
11.9,0.0,4.76,4.76,2.38,4.76,2.38,7.14,4.76,7.14,4.76,2.38,4.76,4.76,19.05,2.38,9.52,2.38,0.0,0.0,AMP
11.11,0.0,0.0,0.0,3.7,11.11,3.7,7.41,11.11,18.52,0.0,0.0,11.11,7.41,3.7,3.7,0.0,7.41,0.0,0.0,AMP
0.0,0.0,0.0,0.0,5.56,22.22,0.0,0.0,11.11,33.33,0.0,5.56,0.0,0.0,0.0,11.11,5.56,5.56,0.0,0.0,AMP
31.82,0.0,0.0,0.0,0.0,18.18,0.0,4.55,13.64,9.09,4.55,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,AMP
13.64,0.0,4.55,0.0,9.09,13.64,0.0,0.0,18.18,13.64,4.55,9.09,4.55,0.0,0.0,0.0,0.0,9.09,0.0,0.0,AMP
16.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,12.0,16.0,0.0,0.0,4.0,8.0,0.0,8.0,4.0,0.0,0.0,0.0,AMP
8.0,0.0,0.0,4.0,4.0,20.0,0.0,4.0,16.0,12.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,12.0,4.0,0.0,AMP
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,11.11,33.33,0.0,5.56,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0,AMP
0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,57.14,21.43,0.0,0.0,0.0,0.0,AMP
2.78,0.0,0.0,5.56,0.0,5.56,0.0,0.0,11.11,2.78,0.0,0.0,8.33,2.78,33.33,11.11,5.56,8.33,0.0,2.78,AMP
